order_id,customer_id,order_date,order_time,status,city,state,pincode,total_amount,gst_amount,shipping_charge,discount_amount,final_amount,payment_method,shipping_partner,tracking_id,delivered_date,is_cod,channel
ORD000057,CUST06005,24-11-2024,23:31:00,Delivered,Chennai,Tamil Nadu,119146,28670.41,1726.08,0,2270.67,28670.41,Credit Card,XpressBees,TRK141351399,29-11-2024,0,Website
ORD000058,CUST08703,25-05-2024,03:11:00,Delivered,Solapur,Maharashtra,310979,17946.36,2341.02,0,1865.66,17946.36,Credit Card,BlueDart,TRK550770038,27-05-2024,0,App
ORD000059,CUST01208,28-03-2025,10:00:00,Delivered,Bareilly,Uttar Pradesh,506694,23156.14,4775.12,0,1832.98,23156.14,Debit Card,Ecom Express,TRK466484319,02-04-2025,0,Website
ORD000060,CUST00287,07-08-2024,03:36:00,Delivered,Madurai,Tamil Nadu,160151,228322.47,35106.93,0,21173.46,228322.47,Debit Card,Shadowfax,TRK124179206,09-08-2024,0,App
ORD000061,CUST03851,11-01-2024,03:18:00,Delivered,Raipur,Chhattisgarh,289369,83918.55,9404.13,0,6182.58,83918.55,UPI,Amazon Logistics,TRK118884606,14-01-2024,0,App
ORD000062,CUST07988,08-04-2024,15:31:00,Delivered,Delhi,Delhi,594647,21906.84,2452.68,0,984.84,21906.84,Debit Card,Delhivery,TRK816115415,10-04-2024,0,App
ORD000063,CUST06458,31-12-2023,03:12:00,Delivered,Nagpur,Maharashtra,418027,7588.13,1298.16,0,922.03,7588.13,Credit Card,Ecom Express,TRK553616812,03-01-2024,0,App
ORD000064,CUST03117,27-03-2024,15:39:00,Shipped,Amritsar,Punjab,225237,194610.08,32665.24,0,24533.16,194610.08,Debit Card,Shadowfax,TRK670948043,,0,Website
ORD000065,CUST02253,12-08-2024,12:06:00,Delivered,Guwahati,Assam,567561,12432.97,658.3,0,1391.33,12432.97,Cash on Delivery,Shadowfax,TRK854660637,16-08-2024,1,App
ORD000066,CUST08367,11-09-2023,23:19:00,Cancelled,Faridabad,Haryana,572438,68210.91,13576.34,0,7578.43,68210.91,UPI,Ecom Express,TRK783874859,,0,App
ORD000067,CUST09804,31-07-2023,20:53:00,Delivered,Agra,Uttar Pradesh,497502,21695.37,3387.06,0,753.69,21695.37,UPI,Amazon Logistics,TRK565260787,05-08-2023,0,Website
ORD000068,CUST06331,18-12-2024,17:34:00,Shipped,Dhanbad,Jharkhand,425912,19548.19,2530.98,0,2179.79,19548.19,UPI,Shadowfax,TRK913831194,,0,Website
ORD000069,CUST05115,01-12-2024,08:10:00,Delivered,Chennai,Tamil Nadu,614070,73503.01,9770.64,0,7468.63,73503.01,UPI,BlueDart,TRK868183532,08-12-2024,0,App
ORD000070,CUST05967,23-10-2023,00:02:00,Delivered,Varanasi,Uttar Pradesh,716263,34130.02,1896.21,0,2539.19,34130.02,UPI,Ecom Express,TRK987857918,29-10-2023,0,App
ORD000071,CUST02416,23-05-2025,00:25:00,Delivered,Nashik,Maharashtra,135225,118609.6,19520.1,0,12695.5,118609.6,UPI,XpressBees,TRK601729201,27-05-2025,0,Mobile Web
ORD000072,CUST09318,09-03-2025,04:09:00,Returned,Varanasi,Uttar Pradesh,532161,36912.59,3993.8,0,1564.21,36912.59,Net Banking,Delhivery,TRK814125147,,0,App
ORD000073,CUST09911,07-06-2025,03:59:00,Delivered,Nashik,Maharashtra,754372,10116.05,1633.52,0,1105.47,10116.05,Credit Card,Amazon Logistics,TRK627661645,11-06-2025,0,Mobile Web
ORD000074,CUST01656,12-02-2025,07:49:00,Delivered,Ludhiana,Punjab,685879,45055.22,5295.61,0,5626.39,45055.22,Net Banking,Amazon Logistics,TRK690092011,19-02-2025,0,App
ORD000075,CUST08962,11-12-2024,04:57:00,Cancelled,Raipur,Chhattisgarh,391311,2699.46,0.0,0,120.54,2699.46,UPI,Ecom Express,TRK375476734,,0,App
ORD000076,CUST03408,08-01-2024,13:40:00,Returned,Raipur,Chhattisgarh,658049,14359.46,2287.1,0,1914.64,14359.46,Credit Card,Amazon Logistics,TRK151494173,,0,App
ORD000077,CUST07373,24-01-2025,17:49:00,Delivered,Amritsar,Punjab,194402,171559.13,26884.98,0,6816.85,171559.13,Net Banking,Ecom Express,TRK116965788,28-01-2025,0,App
ORD000078,CUST00861,11-08-2023,11:37:00,Delivered,Moradabad,Uttar Pradesh,546978,2598.12,322.56,0,412.44,2598.12,Credit Card,Ecom Express,TRK232515211,14-08-2023,0,Website
ORD000079,CUST05638,28-01-2024,17:36:00,Delivered,Vadodara,Gujarat,489208,15125.53,1809.82,0,2654.29,15125.53,Credit Card,Ecom Express,TRK986149374,30-01-2024,0,Mobile Web
ORD000080,CUST00643,26-09-2024,14:08:00,Cancelled,Delhi,Delhi,288652,27687.06,3582.36,0,4525.3,27687.06,Debit Card,BlueDart,TRK123717215,,0,Website
ORD000081,CUST02931,02-01-2025,05:01:00,Delivered,Guwahati,Assam,647824,224659.8,34145.36,0,8436.56,224659.8,Debit Card,Ecom Express,TRK829541555,09-01-2025,0,App
ORD000082,CUST09735,05-02-2024,04:51:00,Delivered,Indore,Madhya Pradesh,549965,401839.83,61661.98,0,6113.15,401839.83,UPI,BlueDart,TRK206309639,10-02-2024,0,App
ORD000083,CUST08622,06-04-2025,18:07:00,Delivered,Thane,Maharashtra,528286,311382.36,49572.28,0,13040.92,311382.36,Cash on Delivery,BlueDart,TRK857267736,10-04-2025,1,App
ORD000084,CUST04012,11-12-2023,21:06:00,Shipped,Chandigarh,Chandigarh,421238,136696.32,21272.76,0,4830.44,136696.32,UPI,Amazon Logistics,TRK276759522,,0,Mobile Web
ORD000085,CUST00548,14-12-2024,18:54:00,Returned,Faridabad,Haryana,176819,9003.93,2004.24,0,158.31,9003.93,UPI,Delhivery,TRK144482225,,0,Website
ORD000086,CUST01440,11-04-2025,05:18:00,Delivered,Aurangabad,Maharashtra,215595,4247.43,969.08,0,182.65,4247.43,Credit Card,DTDC,TRK321322497,14-04-2025,0,Website
ORD000087,CUST05112,27-06-2023,00:08:00,Delivered,Vadodara,Gujarat,266242,7155.9,1001.88,0,898.98,7155.9,UPI,Delhivery,TRK843524137,02-07-2023,0,Website
ORD000088,CUST04131,27-10-2024,06:24:00,Delivered,Mysuru,Karnataka,397659,932.8,158.58,0,106.78,932.8,UPI,Ecom Express,TRK382248100,01-11-2024,0,App
ORD000089,CUST07452,21-12-2024,09:07:00,Returned,Ahmedabad,Gujarat,592404,28665.71,3470.4,0,2812.69,28665.71,UPI,Ecom Express,TRK631120712,,0,Website
ORD000090,CUST01261,02-03-2024,02:29:00,Cancelled,Bareilly,Uttar Pradesh,750963,12897.65,1844.28,0,1116.63,12897.65,UPI,Ecom Express,TRK424911043,,0,Mobile Web
ORD000091,CUST09172,18-09-2023,20:19:00,Delivered,Howrah,West Bengal,704256,109766.35,12413.16,0,7946.81,109766.35,Credit Card,BlueDart,TRK283362003,20-09-2023,0,Website
ORD000092,CUST03991,02-09-2024,22:23:00,Delivered,Ranchi,Jharkhand,768215,79219.31,12997.98,0,9273.67,79219.31,Cash on Delivery,BlueDart,TRK496567327,06-09-2024,1,Website
ORD000093,CUST07155,16-04-2025,23:54:00,Delivered,Coimbatore,Tamil Nadu,146151,40935.77,4762.32,0,3512.55,40935.77,Wallet,XpressBees,TRK384694771,18-04-2025,0,App
ORD000094,CUST01920,03-08-2024,14:27:00,Delivered,Madurai,Tamil Nadu,558428,113003.78,13010.73,0,17044.95,113003.78,UPI,DTDC,TRK777939014,08-08-2024,0,App
ORD000095,CUST05662,10-11-2023,19:49:00,Delivered,Chennai,Tamil Nadu,430754,20656.6,2594.88,0,4225.28,20656.6,Credit Card,BlueDart,TRK669700113,16-11-2023,0,Website
ORD000096,CUST01815,27-01-2025,08:42:00,Delivered,Guwahati,Assam,238034,39782.59,5494.2,0,6874.61,39782.59,UPI,Ecom Express,TRK380050990,03-02-2025,0,Mobile Web
ORD000097,CUST04974,21-09-2024,10:08:00,Shipped,Ranchi,Jharkhand,380606,50363.5,5610.6,0,3258.1,50363.5,Credit Card,BlueDart,TRK713676238,,0,App
ORD000098,CUST05885,31-10-2023,01:09:00,Delivered,Howrah,West Bengal,327008,4316.3,582.78,0,126.48,4316.3,UPI,Delhivery,TRK874017100,06-11-2023,0,App
ORD000099,CUST04587,26-10-2023,20:35:00,Delivered,Agra,Uttar Pradesh,478797,22637.27,2254.32,0,2549.05,22637.27,Net Banking,DTDC,TRK522680555,28-10-2023,0,Mobile Web
ORD000100,CUST04902,24-11-2024,09:26:00,Delivered,Dhanbad,Jharkhand,270687,52030.34,5854.68,0,7005.34,52030.34,UPI,XpressBees,TRK125712642,26-11-2024,0,App
ORD000101,CUST00866,24-10-2024,12:11:00,Delivered,Allahabad,Uttar Pradesh,607740,260200.68,43102.83,0,46982.15,260200.68,Credit Card,Shadowfax,TRK219499864,28-10-2024,0,App
ORD000102,CUST01189,29-01-2025,08:54:00,Delivered,Tiruchirappalli,Tamil Nadu,777782,38177.85,7141.4,0,3453.55,38177.85,Net Banking,BlueDart,TRK961429361,01-02-2025,0,App
ORD000103,CUST07489,24-02-2024,07:20:00,Delivered,Dhanbad,Jharkhand,179314,23409.61,4299.36,0,725.75,23409.61,UPI,XpressBees,TRK218882564,02-03-2024,0,Mobile Web
ORD000104,CUST09905,18-06-2025,03:14:00,Shipped,Guwahati,Assam,388071,7027.54,1055.16,0,33.62,7027.54,Credit Card,XpressBees,TRK700759438,,0,App
ORD000105,CUST07031,20-12-2023,06:46:00,Cancelled,Jaipur,Rajasthan,796161,56580.62,6976.63,0,7170.01,56580.62,Cash on Delivery,Ecom Express,TRK873111964,,1,App
ORD000106,CUST06541,17-03-2024,00:48:00,Delivered,Ranchi,Jharkhand,685969,262052.65,40930.92,0,6272.27,262052.65,EMI,Ecom Express,TRK163289905,21-03-2024,0,App
ORD000107,CUST09781,19-03-2025,10:25:00,Delivered,Tiruchirappalli,Tamil Nadu,579179,140993.88,15261.84,0,1449.96,140993.88,Debit Card,DTDC,TRK601091269,24-03-2025,0,Website
ORD000108,CUST03498,06-09-2023,20:52:00,Delivered,Hubli,Karnataka,295632,50297.22,4310.96,0,3961.74,50297.22,Credit Card,BlueDart,TRK535500450,08-09-2023,0,Website
ORD000109,CUST06689,21-03-2025,04:08:00,Cancelled,Kota,Rajasthan,359427,23351.6,6004.32,0,4096.72,23351.6,UPI,Ecom Express,TRK895036919,,0,Website
ORD000110,CUST02488,24-02-2024,20:26:00,Delivered,Hubli,Karnataka,557155,66592.25,10775.94,0,8335.69,66592.25,UPI,Ecom Express,TRK184866236,26-02-2024,0,App
ORD000111,CUST08499,26-03-2025,23:26:00,Returned,Meerut,Uttar Pradesh,769053,253986.78,37050.84,0,19204.06,253986.78,Debit Card,Shadowfax,TRK138373328,,0,Website
ORD000112,CUST05315,25-03-2025,05:31:00,Delivered,Dhanbad,Jharkhand,259530,145211.61,19799.88,0,8816.27,145211.61,Debit Card,BlueDart,TRK164410640,28-03-2025,0,Mobile Web
ORD000113,CUST05136,22-01-2024,23:27:00,Delivered,Allahabad,Uttar Pradesh,499652,23108.95,2554.68,0,2315.73,23108.95,UPI,XpressBees,TRK568446206,26-01-2024,0,App
ORD000114,CUST08874,05-10-2024,03:25:00,Delivered,Ahmedabad,Gujarat,477914,146599.6,23045.1,0,7976.5,146599.6,Debit Card,XpressBees,TRK659703181,08-10-2024,0,App
ORD000115,CUST04164,12-12-2024,16:42:00,Cancelled,Vadodara,Gujarat,493036,32908.09,7727.16,0,4276.07,32908.09,UPI,BlueDart,TRK366627619,,0,App
ORD000116,CUST09417,08-01-2025,22:11:00,Delivered,Amritsar,Punjab,659460,48875.81,8066.12,0,5631.31,48875.81,Credit Card,Delhivery,TRK832883667,14-01-2025,0,App
ORD000117,CUST00546,03-11-2024,12:53:00,Delivered,Madurai,Tamil Nadu,659478,119228.79,14588.76,0,17289.97,119228.79,Credit Card,Amazon Logistics,TRK607566006,10-11-2024,0,Website
ORD000118,CUST05475,18-11-2024,16:06:00,Delivered,Indore,Madhya Pradesh,420366,388226.46,65987.53,0,55802.07,388226.46,Cash on Delivery,BlueDart,TRK109800248,25-11-2024,1,App
ORD000119,CUST02217,11-04-2024,14:54:00,Cancelled,Jodhpur,Rajasthan,182106,21298.63,2710.56,0,1349.93,21298.63,Credit Card,Amazon Logistics,TRK939272872,,0,Mobile Web
ORD000120,CUST01197,08-04-2025,08:05:00,Delivered,Howrah,West Bengal,640724,97552.79,17374.26,0,17161.47,97552.79,Credit Card,Ecom Express,TRK865131179,10-04-2025,0,App
ORD000121,CUST07522,15-03-2024,12:18:00,Cancelled,Bhopal,Madhya Pradesh,470992,101796.85,13118.52,0,4429.67,101796.85,Credit Card,Amazon Logistics,TRK321033536,,0,App
ORD000122,CUST07873,03-09-2024,00:55:00,Cancelled,Varanasi,Uttar Pradesh,572141,110465.77,12865.8,0,9615.03,110465.77,Cash on Delivery,Ecom Express,TRK726368243,,1,Website
ORD000123,CUST00736,26-05-2024,02:40:00,Delivered,Raipur,Chhattisgarh,209455,61505.38,7504.32,0,8534.94,61505.38,Net Banking,Delhivery,TRK583095783,31-05-2024,0,Website
ORD000124,CUST08303,22-10-2023,23:13:00,Returned,Rajkot,Gujarat,221785,4401.34,0.0,0,974.66,4401.34,UPI,XpressBees,TRK147595347,,0,Mobile Web
ORD000125,CUST07342,03-06-2025,18:37:00,Delivered,Solapur,Maharashtra,446364,69804.54,7544.28,0,5410.74,69804.54,UPI,Shadowfax,TRK323205121,05-06-2025,0,App
ORD000126,CUST04398,12-05-2025,18:29:00,Delivered,Jabalpur,Madhya Pradesh,288426,36428.7,5246.88,0,5349.18,36428.7,UPI,XpressBees,TRK891823913,14-05-2025,0,Website
ORD000127,CUST08529,12-03-2024,10:31:00,Delivered,Coimbatore,Tamil Nadu,154769,76061.63,7899.94,0,3424.31,76061.63,UPI,XpressBees,TRK846000592,14-03-2024,0,Website
ORD000128,CUST09794,08-02-2024,05:03:00,Shipped,Firozabad,Uttar Pradesh,469739,44448.07,4737.38,0,4516.31,44448.07,Cash on Delivery,Shadowfax,TRK673059211,,1,Website
ORD000129,CUST00270,25-08-2023,21:29:00,Cancelled,Meerut,Uttar Pradesh,572680,5013.27,293.88,0,356.61,5013.27,Credit Card,Delhivery,TRK531432553,,0,Website
ORD000130,CUST03593,29-10-2023,18:56:00,Shipped,Chennai,Tamil Nadu,616415,533.22,0.0,0,18.78,533.22,Cash on Delivery,DTDC,TRK225674299,,1,Website
ORD000131,CUST09951,20-02-2025,18:25:00,Delivered,Visakhapatnam,Andhra Pradesh,283293,18834.14,1249.28,0,1899.14,18834.14,Credit Card,Ecom Express,TRK476422149,23-02-2025,0,App
ORD000132,CUST06391,08-07-2023,00:56:00,Delivered,Jabalpur,Madhya Pradesh,517373,14151.45,758.3,0,290.85,14151.45,UPI,Shadowfax,TRK182383815,13-07-2023,0,App
ORD000133,CUST07827,16-06-2024,11:29:00,Processing,Bhopal,Madhya Pradesh,441548,9054.86,1241.04,0,597.18,9054.86,UPI,XpressBees,TRK581421445,,0,App
ORD000134,CUST04237,21-04-2025,17:42:00,Processing,Aurangabad,Maharashtra,151113,21482.35,2427.72,0,1125.37,21482.35,UPI,Delhivery,TRK327055790,,0,Mobile Web
ORD000135,CUST03006,09-04-2025,07:04:00,Delivered,Jaipur,Rajasthan,219745,49550.0,3934.92,0,4591.92,49550.0,UPI,BlueDart,TRK638913358,15-04-2025,0,Website
ORD000136,CUST09277,16-06-2024,12:20:00,Delivered,Mumbai,Maharashtra,110801,25249.43,4008.96,0,4635.53,25249.43,UPI,XpressBees,TRK707478753,19-06-2024,0,Website
ORD000137,CUST06703,25-07-2024,11:16:00,Returned,Coimbatore,Tamil Nadu,350706,36391.61,4699.44,0,7469.83,36391.61,Cash on Delivery,Delhivery,TRK315480208,,1,Website
ORD000138,CUST05245,31-05-2024,00:14:00,Delivered,Allahabad,Uttar Pradesh,121529,5452.41,671.4,0,292.99,5452.41,EMI,Amazon Logistics,TRK350334369,04-06-2024,0,App
ORD000139,CUST03248,13-12-2024,12:29:00,Returned,Raipur,Chhattisgarh,177406,28542.94,1967.06,0,3581.12,28542.94,UPI,Shadowfax,TRK999893426,,0,Website
ORD000140,CUST01970,11-04-2025,07:39:00,Processing,Bareilly,Uttar Pradesh,660308,163143.04,22271.46,0,11185.42,163143.04,Cash on Delivery,Amazon Logistics,TRK617859022,,1,Website
ORD000141,CUST05601,27-08-2023,19:27:00,Cancelled,Nashik,Maharashtra,249102,5494.92,770.52,0,924.6,5494.92,UPI,BlueDart,TRK626137477,,0,Website
ORD000142,CUST07770,22-08-2023,14:38:00,Processing,Lucknow,Uttar Pradesh,468375,117096.56,13428.84,0,8239.28,117096.56,UPI,Amazon Logistics,TRK107743579,,0,Website
